地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2004/10/23,19:46:50.2,新潟県中越地方,37°21.2′N,138°54.7′E,15 km,4.7,震度４
2004/10/23,19:45:57.1,新潟県中越地方,37°17.7′N,138°52.5′E,12 km,5.7,震度６弱
2004/10/23,19:36:45.9,新潟県中越地方,37°13.0′N,138°49.4′E,11 km,5.3,震度５弱
2004/10/23,18:58:18.8,新潟県中越地方,37°19.6′N,138°55.2′E,14 km,4.3,震度４
2004/10/23,18:57:26.2,新潟県中越地方,37°12.3′N,138°51.8′E,8 km,5.3,震度５強
2004/10/23,18:51:36.3,新潟県中越地方,37°14.2′N,138°53.8′E,7 km,3.9,震度４
2004/10/23,18:51:01.6,新潟県中越地方,37°18.1′N,138°52.2′E,9 km,4.2,震度４
2004/10/23,18:47:01.4,新潟県中越地方,37°18.2′N,138°53.9′E,7 km,4.3,震度４
2004/10/23,18:41:44.2,新潟県中越地方,37°14.3′N,138°54.4′E,9 km,4.2,震度５弱
2004/10/23,18:39:27.1,新潟県中越地方,37°16.4′N,138°53.8′E,13 km,3.8,震度４
2004/10/23,18:36:50.9,新潟県中越地方,37°15.3′N,138°56.4′E,7 km,5.1,震度５弱
2004/10/23,18:34:05.6,新潟県中越地方,37°18.3′N,138°55.8′E,14 km,6.5,震度６強
2004/10/23,18:30:40.8,新潟県中越地方,37°16.4′N,138°57.4′E,8 km,3.9,震度４
2004/10/23,18:30:13.9,新潟県中越地方,37°16.3′N,138°53.8′E,10 km,3.8,震度４
2004/10/23,18:28:48.2,新潟県中越地方,37°13.2′N,138°49.9′E,11 km,4.6,震度４
2004/10/23,18:24:57.1,新潟県中越地方,37°12.9′N,138°50.7′E,10 km,4.4,震度４
2004/10/23,18:13:30.6,新潟県中越地方,37°23.6′N,138°57.2′E,9 km,4.8,震度４
2004/10/23,18:11:56.7,新潟県中越地方,37°15.1′N,138°49.7′E,12 km,6.0,震度６強
2004/10/23,18:10:02.9,新潟県中越地方,37°16.9′N,138°52.5′E,18 km,4.4,震度４
2004/10/23,18:08:02.7,新潟県中越地方,37°13.2′N,138°52.6′E,11 km,4.7,震度４
2004/10/23,18:07:30.9,新潟県中越地方,37°20.8′N,138°51.9′E,15 km,5.7,震度５強
2004/10/23,18:06:42.8,新潟県中越地方,37°17.4′N,138°55.3′E,10 km,3.8,震度４
2004/10/23,18:03:12.6,新潟県中越地方,37°21.2′N,138°59.0′E,9 km,6.3,震度５強
2004/10/23,18:00:54.1,新潟県中越地方,37°15.7′N,138°54.1′E,1 km,4.4,震度４
2004/10/23,17:59:37.6,新潟県中越地方,37°18.7′N,138°51.3′E,16 km,5.3,震度５強
2004/10/23,17:56:00.3,新潟県中越地方,37°17.5′N,138°52.0′E,13 km,6.8,震度７
2004/10/15,13:08:51.5,与那国島近海,24°36.1′N,122°49.6′E,83 km,6.6,震度５弱
2004/10/06,23:40:40.1,茨城県南部,35°59.3′N,140°05.3′E,66 km,5.7,震度５弱
2004/10/05,08:33:51.4,福井県嶺北,35°56.0′N,136°22.6′E,12 km,4.8,震度４
2004/09/07,21:40:57.5,新潟県中越地方,37°23.7′N,138°56.0′E,0 km,4.3,震度４
2004/09/07,08:29:36.2,三重県南東沖,33°12.5′N,137°17.5′E,41 km,6.5,震度４
2004/09/05,23:57:16.8,三重県南東沖,33°08.2′N,137°08.4′E,44 km,7.4,震度５弱
2004/09/05,19:07:07.5,三重県南東沖,33°01.9′N,136°47.8′E,38 km,7.1,震度５弱
2004/08/19,20:40:42.0,福島県沖,37°04.9′N,141°27.6′E,73 km,5.0,震度４
2004/08/10,15:13:30.9,岩手県沖,39°40.4′N,142°07.9′E,48 km,5.8,震度５弱
2004/08/06,03:23:30.4,東京湾,35°36.9′N,140°03.3′E,75 km,4.6,震度４
2004/07/27,00:54:56.6,岐阜県美濃中西部,35°45.5′N,137°06.4′E,11 km,4.5,震度４
2004/07/17,15:10:18.1,千葉県南東沖,34°50.2′N,140°21.3′E,69 km,5.5,震度４
2004/07/10,20:07:06.4,茨城県南部,36°04.8′N,139°53.1′E,48 km,4.7,震度４
2004/07/09,19:54:12.9,岩手県内陸北部,39°54.9′N,141°02.0′E,9 km,4.4,震度４
2004/06/12,02:05:32.1,岩手県沖,40°01.9′N,142°11.9′E,55 km,4.6,震度４
2004/05/21,23:27:10.8,網走地方,43°44.2′N,144°42.0′E,0 km,4.8,震度４
2004/05/20,06:04:13.7,沖縄本島近海,27°17.8′N,128°26.4′E,45 km,5.1,震度４
2004/04/23,07:16:35.4,青森県東方沖,40°44.4′N,142°29.0′E,66 km,4.9,震度４
2004/04/12,03:06:12.6,釧路沖,42°49.9′N,144°59.6′E,47 km,5.8,震度４
2004/04/04,08:02:00.6,茨城県沖,36°23.4′N,141°09.2′E,49 km,5.8,震度４
2004/03/11,11:34:57.5,茨城県沖,36°19.3′N,141°00.4′E,48 km,5.3,震度４
2004/02/04,15:08:26.5,岩手県沖,40°08.6′N,141°53.7′E,63 km,5.3,震度４
2004/01/23,18:01:31.3,福島県沖,37°15.7′N,141°07.6′E,66 km,5.3,震度４
2004/01/11,16:57:27.8,長野県中部,36°23.8′N,137°58.7′E,8 km,4.0,震度４
2004/01/06,14:50:52.0,三重県南東沖,34°12.9′N,136°42.8′E,37 km,5.4,震度４
2003/12/31,00:32:34.2,新島・神津島近海,34°15.8′N,139°10.6′E,12 km,4.4,震度４
2003/12/31,00:18:05.2,新島・神津島近海,34°16.7′N,139°10.7′E,11 km,3.4,震度４
2003/12/31,00:09:50.2,新島・神津島近海,34°16.3′N,139°11.9′E,11 km,4.0,震度４
2003/12/29,10:30:55.4,釧路沖,42°25.1′N,144°45.3′E,39 km,6.0,震度４
2003/12/22,21:07:49.4,佐渡付近,37°53.2′N,138°15.2′E,16 km,4.7,震度４
2003/12/19,12:49:37.6,佐渡付近,38°08.6′N,137°55.9′E,27 km,4.4,震度４
2003/12/13,12:32:33.9,播磨灘,34°33.5′N,134°17.8′E,15 km,4.6,震度４
2003/11/30,12:45:36.2,鹿児島県薩摩地方,31°58.4′N,130°19.8′E,10 km,4.8,震度４
2003/11/24,21:18:17.6,日高地方東部,42°19.0′N,143°00.1′E,52 km,5.3,震度４
2003/11/23,07:00:20.0,千葉県東方沖,35°34.5′N,141°07.6′E,39 km,5.1,震度４
2003/11/18,20:42:26.7,新島・神津島近海,34°12.6′N,139°13.3′E,15 km,4.4,震度４
2003/11/15,03:43:51.6,茨城県沖,36°25.9′N,141°09.9′E,48 km,5.8,震度４
2003/11/12,17:26:42.6,三重県南東沖,33°09.8′N,137°02.0′E,395 km,6.5,震度４
2003/10/31,10:06:30.6,宮城県沖,37°49.9′N,142°41.7′E,33 km,6.8,震度４
2003/10/23,14:00:37.5,宮城県中部,38°28.0′N,141°11.3′E,12 km,4.4,震度４
2003/10/15,16:30:35.7,東京湾,35°36.8′N,140°02.9′E,74 km,5.1,震度４
2003/10/09,08:15:18.3,釧路沖,42°15.1′N,144°45.6′E,28 km,5.9,震度４
2003/10/08,18:06:56.7,釧路沖,42°33.9′N,144°40.1′E,51 km,6.4,震度４
2003/10/06,20:57:53.4,山形県村山地方,38°17.3′N,140°14.5′E,8 km,3.5,震度４
2003/10/05,00:29:15.4,岐阜県飛騨地方,36°00.4′N,137°16.8′E,13 km,4.5,震度４
2003/09/30,01:18:26.9,宮城県中部,38°23.0′N,141°10.1′E,11 km,3.8,震度４
2003/09/29,11:36:55.0,釧路沖,42°21.5′N,144°33.1′E,43 km,6.5,震度４
2003/09/28,07:23:24.5,日高地方東部,42°11.4′N,142°58.1′E,51 km,5.2,震度４
2003/09/27,17:06:21.5,釧路沖,42°44.1′N,144°20.5′E,59 km,5.2,震度４
2003/09/26,15:26:58.1,釧路沖,42°11.3′N,144°46.5′E,27 km,6.1,震度４
2003/09/26,06:08:01.8,十勝沖,41°42.5′N,143°41.4′E,21 km,7.1,震度６弱
2003/09/26,04:50:07.4,十勝沖,41°46.7′N,144°04.7′E,45 km,8.0,震度６弱
2003/09/20,12:54:52.2,千葉県南部,35°13.1′N,140°18.0′E,70 km,5.8,震度４
2003/08/30,19:06:41.4,浦河沖,41°48.9′N,142°40.2′E,55 km,5.4,震度４
2003/08/19,13:26:50.4,トカラ列島近海,29°10.5′N,129°04.7′E,7 km,5.2,震度４
2003/08/12,09:27:58.7,宮城県北部,38°29.8′N,141°10.6′E,12 km,4.3,震度４
2003/08/09,02:54:51.3,宮城県北部,38°27.6′N,141°10.0′E,13 km,3.8,震度４
2003/08/08,09:51:31.6,宮城県中部,38°31.1′N,141°13.5′E,11 km,4.6,震度４
2003/08/04,20:57:14.7,茨城県北部,36°26.5′N,140°36.7′E,58 km,4.9,震度４
2003/07/31,04:08:35.6,宮城県中部,38°23.0′N,141°09.8′E,11 km,3.6,震度４
2003/07/28,04:08:05.1,宮城県北部,38°27.5′N,141°08.9′E,14 km,5.1,震度５弱
2003/07/27,19:07:28.5,宮城県中部,38°25.5′N,141°12.6′E,11 km,3.5,震度４
2003/07/27,17:45:29.3,宮城県中部,38°23.2′N,141°10.2′E,11 km,3.4,震度４
2003/07/27,16:43:31.7,宮城県中部,38°23.0′N,141°09.5′E,12 km,3.6,震度４
2003/07/27,13:20:29.4,宮城県中部,38°28.7′N,141°12.9′E,11 km,4.2,震度４
2003/07/26,16:56:44.5,宮城県中部,38°30.0′N,141°11.3′E,12 km,5.5,震度６弱
2003/07/26,15:41:53.3,宮城県中部,38°29.1′N,141°11.8′E,12 km,3.9,震度４
2003/07/26,14:52:50.3,宮城県北部,38°27.6′N,141°09.8′E,12 km,3.8,震度４
2003/07/26,14:29:00.7,宮城県中部,38°24.2′N,141°11.7′E,12 km,3.7,震度４
2003/07/26,11:47:31.7,宮城県中部,38°26.8′N,141°11.1′E,14 km,3.8,震度４
2003/07/26,10:25:33.1,宮城県北部,38°27.0′N,141°10.0′E,12 km,4.0,震度４
2003/07/26,10:22:24.5,宮城県北部,38°27.3′N,141°09.8′E,13 km,5.1,震度５弱
2003/07/26,08:09:30.2,宮城県沖,38°23.4′N,141°12.8′E,13 km,4.0,震度４
2003/07/26,07:51:32.6,宮城県中部,38°27.9′N,141°11.6′E,14 km,4.0,震度４
2003/07/26,07:19:30.6,宮城県中部,38°26.8′N,141°10.3′E,15 km,4.2,震度４
2003/07/26,07:18:13.5,宮城県中部,38°24.9′N,141°11.4′E,13 km,3.3,震度４
2003/07/26,07:16:29.4,宮城県中部,38°25.0′N,141°11.3′E,12 km,4.0,震度４
2003/07/26,07:13:31.5,宮城県中部,38°24.3′N,141°10.2′E,12 km,6.4,震度６強
2003/07/26,00:13:08.2,宮城県中部,38°26.0′N,141°09.8′E,12 km,5.6,震度６弱
2003/07/18,08:57:00.4,長野県南部,35°51.6′N,137°34.6′E,7 km,4.1,震度４
2003/07/09,02:14:22.2,愛知県西部,34°54.6′N,136°50.7′E,17 km,4.1,震度４
2003/06/16,18:34:04.7,茨城県沖,36°50.4′N,141°15.7′E,77 km,5.1,震度４
2003/06/13,10:07:36.2,長野県南部,35°56.4′N,137°31.7′E,8 km,4.2,震度４
2003/05/27,00:44:18.1,宮城県沖,38°57.0′N,141°39.7′E,69 km,4.9,震度４
2003/05/26,22:34:18.6,宮城県北部,38°53.3′N,141°35.8′E,76 km,4.6,震度４
2003/05/26,18:24:33.4,宮城県沖,38°49.2′N,141°39.0′E,72 km,7.1,震度６弱
2003/05/18,03:23:25.1,長野県南部,35°52.0′N,137°35.7′E,7 km,4.7,震度４
2003/05/17,23:33:10.7,千葉県北東部,35°44.3′N,140°39.0′E,47 km,5.3,震度４
2003/05/12,00:57:06.0,千葉県北西部,35°52.1′N,140°05.1′E,47 km,5.3,震度４
2003/04/21,10:18:33.4,茨城県沖,36°32.3′N,140°50.9′E,53 km,4.4,震度４
2003/04/17,02:59:53.6,青森県東方沖,40°57.6′N,142°20.5′E,40 km,5.6,震度４
2003/04/12,13:28:43.5,鹿児島県薩摩地方,31°59.8′N,130°15.8′E,10 km,4.9,震度４
2003/04/01,09:25:28.9,長野県南部,35°56.5′N,137°31.3′E,8 km,4.4,震度４
2003/03/13,12:12:58.0,茨城県南部,36°05.4′N,139°51.3′E,47 km,5.0,震度４
2003/03/03,07:46:47.6,福島県沖,37°41.2′N,141°47.0′E,41 km,5.9,震度４
2003/02/12,22:13:27.0,三宅島近海,34°03.7′N,139°23.3′E,16 km,5.1,震度４
2002/12/04,08:09:34.7,長野県南部,35°52.2′N,137°35.6′E,8 km,4.5,震度４
2002/11/17,13:47:53.9,石川県加賀地方,36°18.1′N,136°40.4′E,8 km,4.7,震度４
2002/11/04,13:36:00.0,日向灘,32°24.7′N,131°52.1′E,35 km,5.9,震度５弱
2002/11/03,12:37:43.6,宮城県沖,38°53.7′N,142°08.3′E,46 km,6.3,震度５弱
2002/10/14,23:12:43.4,青森県東方沖,41°09.1′N,142°16.8′E,53 km,6.1,震度５弱
2002/10/13,19:06:32.0,豊後水道,33°20.9′N,132°21.3′E,43 km,4.9,震度４
2002/09/16,10:10:49.8,鳥取県中部,35°22.2′N,133°44.3′E,10 km,5.5,震度４
2002/09/08,01:45:32.5,宮城県北部,38°36.4′N,141°08.5′E,8 km,3.6,震度４
2002/08/25,03:40:53.9,根室半島南東沖,43°05.4′N,146°07.1′E,44 km,6.0,震度４
2002/08/18,09:01:01.8,福井県嶺北,36°07.7′N,136°10.6′E,11 km,4.7,震度４
2002/07/24,05:05:30.3,福島県沖,37°13.9′N,142°18.9′E,30 km,5.9,震度４
2002/07/13,21:45:47.8,茨城県南部,35°59.9′N,140°07.4′E,65 km,4.8,震度４
2002/06/14,11:42:49.3,茨城県南部,36°12.9′N,139°58.6′E,57 km,5.1,震度４
2002/06/05,19:32:30.3,伊豆大島近海,34°44.3′N,139°17.6′E,0 km,3.5,震度４
2002/05/28,09:33:01.1,新島・神津島近海,34°23.2′N,139°15.0′E,8 km,4.8,震度４
2002/05/28,09:25:48.3,新島・神津島近海,34°20.9′N,139°13.7′E,9 km,3.7,震度４
2002/05/28,09:24:32.9,新島・神津島近海,34°23.0′N,139°15.1′E,8 km,4.8,震度４
2002/05/12,10:29:37.0,岩手県内陸南部,39°09.1′N,141°09.1′E,96 km,5.2,震度４
2002/05/04,20:35:07.4,千葉県北東部,35°27.8′N,140°24.3′E,32 km,4.8,震度４
2002/04/06,01:57:05.1,愛媛県南予,33°25.7′N,132°31.8′E,42 km,4.4,震度４
2002/03/30,07:27:28.1,新島・神津島近海,34°19.6′N,139°10.5′E,3 km,2.5,震度４
2002/03/25,22:58:17.1,安芸灘,33°49.4′N,132°36.9′E,46 km,4.7,震度４
2002/03/06,07:12:28.6,鳥取県西部,35°17.0′N,133°19.8′E,15 km,4.6,震度４
2002/02/12,22:44:37.9,茨城県沖,36°35.3′N,141°04.9′E,48 km,5.7,震度５弱
2002/02/11,10:09:53.7,千葉県東方沖,35°47.1′N,141°05.3′E,35 km,5.2,震度４
2002/01/27,16:09:15.8,岩手県沖,39°19.1′N,142°24.7′E,46 km,5.5,震度４
2002/01/24,16:08:34.4,鳥取県西部,35°21.8′N,133°19.2′E,9 km,4.8,震度４
2002/01/20,05:21:49.8,伊豆大島近海,34°43.0′N,139°24.6′E,0 km,2.2,震度４
2001/12/28,03:28:02.7,福井県嶺南,35°27.1′N,135°53.5′E,7 km,4.5,震度４
2001/12/18,13:02:59.3,与那国島近海,23°53.6′N,122°48.9′E,8 km,7.3,震度４
2001/12/09,13:06:30.7,新島・神津島近海,34°21.7′N,139°09.2′E,7 km,4.7,震度４
2001/12/09,05:31:29.9,奄美大島近海,28°18.2′N,129°26.5′E,33 km,4.4,震度４
2001/12/09,05:29:34.5,奄美大島近海,28°14.9′N,129°29.3′E,36 km,6.0,震度５強
2001/12/08,04:07:39.7,神奈川県西部,35°32.4′N,139°08.7′E,24 km,4.6,震度５弱
2001/12/02,22:01:55.2,岩手県内陸南部,39°23.9′N,141°15.7′E,122 km,6.4,震度５弱
2001/10/15,01:53:20.4,和歌山県南部,33°49.8′N,135°25.4′E,25 km,4.3,震度４
2001/09/27,18:14:50.4,愛知県西部,34°52.0′N,137°07.5′E,16 km,4.3,震度４
2001/09/18,04:23:57.0,東京湾,35°27.4′N,139°48.6′E,42 km,4.4,震度４
2001/09/13,07:23:48.4,父島近海,27°46.9′N,141°46.2′E,41 km,5.9,震度４
2001/08/25,22:21:25.1,京都府南部,35°09.1′N,135°39.6′E,8 km,5.4,震度４
2001/08/14,05:11:24.9,青森県東方沖,40°59.7′N,142°26.1′E,38 km,6.4,震度４
2001/08/10,15:42:30.9,紀伊水道,34°08.9′N,135°07.1′E,8 km,4.2,震度４
2001/07/20,06:02:36.2,茨城県南部,36°09.7′N,139°48.7′E,55 km,5.0,震度４
2001/06/03,01:19:50.0,新島・神津島近海,34°15.6′N,139°08.2′E,6 km,4.9,震度４
2001/05/31,08:59:20.6,茨城県南部,36°10.5′N,139°48.4′E,56 km,4.7,震度４
2001/05/07,23:32:52.8,沖縄本島近海,27°18.7′N,128°26.4′E,45 km,5.1,震度４
2001/04/27,02:48:58.1,根室半島南東沖,43°01.6′N,145°52.5′E,80 km,5.9,震度４
2001/04/25,23:40:08.3,豊後水道,32°47.9′N,132°20.3′E,39 km,5.8,震度４
2001/04/03,23:57:12.4,静岡県中部,35°01.4′N,138°05.6′E,30 km,5.3,震度５強
2001/04/03,04:54:19.1,青森県東方沖,40°36.7′N,141°55.2′E,63 km,5.6,震度４
2001/03/31,06:09:42.9,群馬県北部,36°49.2′N,139°22.5′E,5 km,5.2,震度４
2001/03/26,05:40:53.4,安芸灘,34°07.0′N,132°42.5′E,46 km,5.2,震度５強
2001/03/25,19:19:11.7,安芸灘,34°02.0′N,132°43.7′E,47 km,4.5,震度４
2001/03/24,15:27:54.5,安芸灘,34°07.9′N,132°41.6′E,46 km,6.7,震度６弱
2001/02/23,07:23:47.9,静岡県西部,34°47.6′N,137°32.9′E,32 km,5.0,震度４
2001/02/13,01:19:32.0,新島・神津島近海,34°19.7′N,139°09.5′E,7 km,4.5,震度５弱
2001/02/11,09:17:28.4,島根県東部,35°25.3′N,133°17.8′E,11 km,4.5,震度４
2001/02/08,14:11:58.5,徳島県南部,33°54.3′N,134°29.6′E,13 km,4.5,震度４
2001/01/26,17:42:10.6,トカラ列島近海,29°24.7′N,129°20.7′E,15 km,4.6,震度４
2001/01/16,14:32:01.1,新島・神津島近海,34°12.5′N,139°04.6′E,8 km,3.0,震度４
2001/01/12,08:00:04.2,兵庫県北部,35°27.9′N,134°29.4′E,11 km,5.6,震度４
2001/01/09,13:37:50.0,伊予灘,33°35.3′N,132°21.4′E,46 km,4.7,震度４
2001/01/06,11:48:12.8,岐阜県美濃東部,35°23.2′N,137°07.0′E,48 km,4.8,震度４
2001/01/04,13:18:21.5,新潟県中越地方,36°57.3′N,138°46.1′E,11 km,5.3,震度５弱
2001/01/02,19:53:22.2,新潟県中越地方,37°15.2′N,138°36.0′E,12 km,4.5,震度５弱
2000/12/22,19:13:02.7,択捉島付近,44°28.1′N,147°24.5′E,141 km,6.1,震度４
2000/12/19,06:18:17.7,島根県東部,35°23.5′N,133°17.8′E,11 km,4.0,震度４
2000/12/07,23:09:30.6,島根県東部,35°22.2′N,133°17.2′E,11 km,4.3,震度４
2000/12/06,07:38:23.1,新島・神津島近海,34°14.2′N,139°08.6′E,13 km,4.1,震度４
2000/11/20,01:53:33.1,西表島付近,24°29.1′N,123°45.1′E,7 km,3.7,震度４
2000/11/19,22:43:47.4,西表島付近,24°28.7′N,123°44.9′E,9 km,4.5,震度４
2000/11/19,14:53:46.3,西表島付近,24°28.9′N,123°44.9′E,9 km,3.7,震度４
2000/11/17,17:54:20.9,西表島付近,24°29.2′N,123°45.0′E,10 km,4.5,震度４
2000/11/16,18:31:43.3,福島県沖,37°29.7′N,141°34.3′E,46 km,5.2,震度４
2000/11/14,01:11:42.1,西表島付近,24°29.1′N,123°45.2′E,8 km,4.9,震度５弱
2000/11/03,16:33:54.8,島根県東部,35°21.4′N,133°17.6′E,9 km,4.6,震度４
2000/10/31,04:20:37.6,新島・神津島近海,34°23.9′N,139°12.2′E,13 km,4.9,震度４
2000/10/31,01:42:52.9,三重県南部,34°17.9′N,136°19.2′E,39 km,5.7,震度５弱
2000/10/29,09:04:36.1,トカラ列島近海,29°24.6′N,129°26.6′E,23 km,4.4,震度４
2000/10/19,16:25:03.6,栃木県北部,36°55.8′N,139°40.8′E,10 km,4.1,震度４
2000/10/18,12:58:24.3,栃木県北部,36°55.9′N,139°40.8′E,9 km,4.7,震度４
2000/10/17,22:16:59.6,鳥取県西部,35°11.6′N,133°25.5′E,11 km,4.5,震度４
2000/10/10,21:57:59.5,島根県東部,35°22.3′N,133°18.4′E,10 km,4.4,震度４
2000/10/08,20:51:17.1,島根県東部,35°22.1′N,133°18.6′E,8 km,5.2,震度５弱
2000/10/08,20:49:03.3,島根県東部,35°21.8′N,133°18.8′E,7 km,4.3,震度４
2000/10/08,13:17:55.2,島根県東部,35°08.3′N,133°09.0′E,7 km,5.6,震度４
2000/10/07,12:03:50.6,島根県東部,35°22.6′N,133°18.6′E,9 km,4.3,震度４
2000/10/07,08:17:53.0,島根県東部,35°23.1′N,133°17.1′E,8 km,3.8,震度４
2000/10/07,04:59:30.7,鳥取県西部,35°17.4′N,133°21.6′E,6 km,4.7,震度４
2000/10/06,22:56:59.2,鳥取県西部,35°11.0′N,133°25.4′E,5 km,4.2,震度４
2000/10/06,16:21:50.0,鳥取県西部,35°19.4′N,133°19.4′E,6 km,4.1,震度５弱
2000/10/06,14:52:46.9,島根県東部,35°21.6′N,133°18.5′E,8 km,4.5,震度４
2000/10/06,14:36:11.3,鳥取県西部,35°11.5′N,133°25.4′E,9 km,4.4,震度４
2000/10/06,13:30:17.9,鳥取県西部,35°16.4′N,133°20.9′E,9 km,7.3,震度６強
2000/10/03,12:09:25.8,トカラ列島近海,29°23.3′N,129°27.6′E,24 km,4.4,震度４
2000/10/02,17:04:05.1,トカラ列島近海,29°27.4′N,129°26.0′E,21 km,4.6,震度５弱
2000/10/02,16:44:08.7,トカラ列島近海,29°24.7′N,129°27.5′E,25 km,5.9,震度５強
2000/10/02,16:29:40.3,トカラ列島近海,29°23.7′N,129°20.4′E,22 km,5.3,震度５弱
2000/10/02,14:21:38.9,トカラ列島近海,29°23.4′N,129°26.5′E,27 km,5.0,震度４
2000/09/29,08:56:08.8,神奈川県東部,35°32.0′N,139°42.3′E,86 km,4.6,震度４
2000/09/25,11:15:28.7,熊本県熊本地方,32°41.8′N,130°46.2′E,9 km,4.0,震度４
2000/09/11,08:01:58.7,新島・神津島近海,34°30.0′N,139°13.3′E,14 km,4.4,震度４
2000/09/11,07:49:47.1,新島・神津島近海,34°30.9′N,139°13.1′E,11 km,5.4,震度５弱
2000/08/30,10:37:51.3,三宅島近海,34°04.5′N,139°23.2′E,17 km,4.6,震度４
2000/08/29,12:08:28.4,新島・神津島近海,34°23.2′N,139°14.3′E,6 km,4.7,震度４
2000/08/29,11:00:37.4,新島・神津島近海,34°22.9′N,139°13.6′E,10 km,5.1,震度５弱
2000/08/27,13:13:13.6,大阪府南部,34°32.1′N,135°38.8′E,8 km,4.1,震度４
2000/08/27,00:30:50.5,浦河沖,42°12.0′N,142°33.0′E,30 km,4.8,震度４
2000/08/23,23:57:12.3,三宅島近海,34°06.0′N,139°22.3′E,18 km,5.0,震度４
2000/08/22,21:00:19.9,新島・神津島近海,34°30.0′N,139°12.4′E,12 km,4.2,震度４
2000/08/20,16:24:10.2,三宅島近海,34°06.4′N,139°23.3′E,18 km,4.9,震度４
2000/08/20,05:46:23.9,新島・神津島近海,34°17.8′N,139°10.4′E,8 km,4.5,震度４
2000/08/19,09:55:15.4,新島・神津島近海,34°21.2′N,139°11.2′E,7 km,2.8,震度４
2000/08/18,22:51:49.1,新島・神津島近海,34°22.5′N,139°14.2′E,3 km,3.4,震度４
2000/08/18,12:49:12.6,新島・神津島近海,34°17.6′N,139°10.4′E,7 km,5.1,震度６弱
2000/08/18,11:08:42.0,三宅島近海,34°10.5′N,139°19.2′E,15 km,4.9,震度４
2000/08/18,10:56:48.6,新島・神津島近海,34°14.2′N,139°15.6′E,7 km,3.7,震度４
2000/08/18,10:52:22.6,新島・神津島近海,34°12.0′N,139°14.4′E,12 km,6.1,震度６弱
2000/08/16,11:00:44.5,三宅島近海,34°11.2′N,139°21.6′E,6 km,4.7,震度４
2000/08/16,06:46:46.3,三宅島近海,34°09.8′N,139°24.2′E,0 km,4.7,震度４
2000/08/16,05:53:02.7,新島・神津島近海,34°11.4′N,139°07.2′E,10 km,3.5,震度４
2000/08/16,05:20:45.2,根室半島南東沖,42°59.0′N,146°52.2′E,56 km,5.9,震度４
2000/08/16,04:24:44.8,三宅島近海,34°09.7′N,139°17.7′E,17 km,4.4,震度４
2000/08/16,04:23:57.9,三宅島近海,34°08.6′N,139°22.4′E,15 km,4.9,震度４
2000/08/16,04:08:41.3,三宅島近海,34°07.2′N,139°16.9′E,16 km,4.4,震度４
2000/08/16,04:03:33.4,三宅島近海,34°08.2′N,139°21.6′E,15 km,4.8,震度４
2000/08/16,03:32:16.2,三宅島近海,34°08.8′N,139°22.0′E,14 km,4.8,震度４
2000/08/16,03:19:02.2,三宅島近海,34°08.6′N,139°18.4′E,14 km,4.9,震度４
2000/08/16,02:37:13.9,新島・神津島近海,34°09.7′N,139°15.7′E,15 km,5.1,震度５弱
2000/08/16,02:26:12.2,三宅島近海,34°07.7′N,139°19.7′E,13 km,4.4,震度４
2000/08/16,02:22:29.8,三宅島近海,34°09.4′N,139°18.8′E,15 km,5.0,震度４
2000/08/16,02:07:22.7,三宅島近海,34°09.5′N,139°18.3′E,16 km,4.5,震度４
2000/08/16,00:55:28.3,新島・神津島近海,34°10.1′N,139°17.0′E,14 km,5.0,震度４
2000/08/16,00:03:00.5,三宅島近海,34°09.1′N,139°21.2′E,15 km,5.1,震度４
2000/08/15,23:02:34.0,三宅島近海,34°09.3′N,139°19.2′E,14 km,4.6,震度４
2000/08/15,22:47:04.2,三宅島近海,34°08.5′N,139°19.2′E,17 km,4.7,震度４
2000/08/15,03:39:33.1,新島・神津島近海,34°11.4′N,139°15.2′E,14 km,4.7,震度４
2000/08/13,17:32:51.2,新島・神津島近海,34°17.5′N,139°07.6′E,8 km,4.6,震度４
2000/08/13,02:19:56.0,新島・神津島近海,34°14.1′N,139°12.4′E,13 km,4.4,震度４
2000/08/10,13:39:58.5,新島・神津島近海,34°12.4′N,139°13.8′E,15 km,4.7,震度４
2000/08/09,12:02:53.1,新島・神津島近海,34°14.1′N,139°12.2′E,12 km,4.6,震度４
2000/08/09,04:29:26.7,新島・神津島近海,34°14.3′N,139°09.8′E,10 km,4.4,震度４
2000/08/08,02:59:23.5,新島・神津島近海,34°13.0′N,139°13.8′E,14 km,4.1,震度４
2000/08/06,20:55:55.3,新島・神津島近海,34°11.7′N,139°17.1′E,15 km,4.7,震度４
2000/08/06,16:27:13.3,小笠原諸島西方沖,28°49.2′N,140°05.1′E,445 km,7.2,震度４
2000/08/06,03:26:14.1,新島・神津島近海,34°13.0′N,139°14.1′E,15 km,4.9,震度４
2000/08/05,13:15:37.4,新島・神津島近海,34°13.9′N,139°15.1′E,15 km,4.8,震度５弱
2000/08/05,08:56:07.4,新島・神津島近海,34°15.2′N,139°10.9′E,11 km,4.4,震度４
2000/08/05,08:55:17.0,新島・神津島近海,34°15.8′N,139°10.9′E,11 km,4.3,震度４
2000/08/05,02:49:46.1,新島・神津島近海,34°13.8′N,139°15.0′E,13 km,4.0,震度４
2000/08/04,16:17:58.0,新島・神津島近海,34°14.0′N,139°13.6′E,12 km,4.9,震度４
